,id,age,Ethnicity,gender,i,response,reaction_time,accuracy,img_emotion,img_ethnicity,img_gender,img_trigger,res_trigger,acc_trigger
394,group12_sub1,23,danish,Female,./final_images\WM02_NC_neutral.jpg,e,354.98333790013567,neutral,neutral,white,male,40,100,140
395,group12_sub1,23,danish,Female,./final_images\BM01_HC_happy.jpg,i,356.0163037001621,correct,happy,black,male,20,200,220
396,group12_sub1,23,danish,Female,./final_images\AM08_SC_sad.jpg,e,356.8534151001368,correct,sad,black,male,30,100,130
397,group12_sub1,23,danish,Female,./final_images\WF08_SO_sad.jpg,i,357.95526350010186,incorrect,sad,white,female,30,200,50
398,group12_sub1,23,danish,Female,./final_images\WF10_HC_happy.jpg,i,358.78137830016203,correct,happy,white,female,20,200,220
399,group12_sub1,23,danish,Female,./final_images\BF12_NC_neutral.jpg,i,359.888347200118,neutral,neutral,black,female,40,200,140
400,group12_sub1,23,danish,Female,./final_images\WF10_NO_neutral.jpg,e,360.93227390013635,neutral,neutral,white,female,40,100,140
401,group12_sub1,23,danish,Female,./final_images\AM08_SO_sad.jpg,e,361.71730620018207,correct,sad,black,male,30,100,130
402,group12_sub1,23,danish,Female,./final_images\WM11_NC_neutral.jpg,e,362.62626170017757,neutral,neutral,white,male,40,100,140
403,group12_sub1,23,danish,Female,./final_images\WF15_HO_happy.jpg,i,363.5053062001243,correct,happy,white,female,20,200,220
404,group12_sub1,23,danish,Female,./final_images\WF06_HC_happy.jpg,i,364.5402573000174,correct,happy,white,female,20,200,220
405,group12_sub1,23,danish,Female,./final_images\BF05_NC_neutral.jpg,e,365.53326719999313,neutral,neutral,black,female,40,100,140
406,group12_sub1,23,danish,Female,./final_images\BM15_HO_happy.jpg,i,366.2974129000213,correct,happy,black,male,20,200,220
407,group12_sub1,23,danish,Female,./final_images\WM12_SC_sad.jpg,e,367.39431640016846,correct,sad,white,male,30,100,130
408,group12_sub1,23,danish,Female,./final_images\WF08_SC_sad.jpg,e,368.22635390004143,correct,sad,white,female,30,100,130
409,group12_sub1,23,danish,Female,./final_images\BM12_NC_neutral.jpg,e,369.57628839998506,neutral,neutral,black,male,40,100,140
410,group12_sub1,23,danish,Female,./final_images\BF03_NO_neutral.jpg,e,370.65340130007826,neutral,neutral,black,female,40,100,140
411,group12_sub1,23,danish,Female,./final_images\BF04_HC_happy.jpg,i,372.12921070004813,correct,happy,black,female,20,200,220
412,group12_sub1,23,danish,Female,./final_images\BM12_SO_sad.jpg,e,373.00822090008296,correct,sad,black,male,30,100,130
413,group12_sub1,23,danish,Female,./final_images\BM16_NO_neutral.jpg,i,374.3205876001157,neutral,neutral,black,male,40,200,140
414,group12_sub1,23,danish,Female,./final_images\WM03_NC_neutral.jpg,e,375.24129640008323,neutral,neutral,white,male,40,100,140
415,group12_sub1,23,danish,Female,./final_images\WF01_HO_happy.jpg,i,376.0612598999869,correct,happy,white,female,20,200,220
416,group12_sub1,23,danish,Female,./final_images\BF01_NO_neutral.jpg,e,376.9293266001623,neutral,neutral,black,female,40,100,140
417,group12_sub1,23,danish,Female,./final_images\AM6_SC_sad.jpg,e,377.9322222000919,correct,sad,black,male,30,100,130
418,group12_sub1,23,danish,Female,./final_images\BF17_HO_happy.jpg,i,378.8281778001692,correct,happy,black,female,20,200,220
419,group12_sub1,23,danish,Female,./final_images\BM08_SC_sad.jpg,i,379.71322580007836,incorrect,sad,black,male,30,200,50
420,group12_sub1,23,danish,Female,./final_images\BF06_NC_neutral.jpg,i,381.77033940004185,neutral,neutral,black,female,40,200,140
421,group12_sub1,23,danish,Female,./final_images\BF18_HO_happy.jpg,i,382.7443357000593,correct,happy,black,female,20,200,220
422,group12_sub1,23,danish,Female,./final_images\BF04_SO_sad.jpg,e,383.93138060020283,correct,sad,black,female,30,100,130
423,group12_sub1,23,danish,Female,./final_images\WF07_HC_happy.jpg,i,385.1758248000406,correct,happy,white,female,20,200,220
424,group12_sub1,23,danish,Female,./final_images\BF20_HC_happy.jpg,i,386.1442340000067,correct,happy,black,female,20,200,220
425,group12_sub1,23,danish,Female,./final_images\WM07_SO_sad.jpg,e,387.0102794000413,correct,sad,white,male,30,100,130
426,group12_sub1,23,danish,Female,./final_images\AF07_HO_happy.jpg,i,387.8513072000351,correct,happy,black,female,20,200,220
427,group12_sub1,23,danish,Female,./final_images\BF15_SO_sad.jpg,e,388.67337770015,correct,sad,black,female,30,100,130
428,group12_sub1,23,danish,Female,./final_images\WF02_NO_neutral.jpg,e,389.6622709000949,neutral,neutral,white,female,40,100,140
429,group12_sub1,23,danish,Female,./final_images\WM08_NO_neutral.jpg,e,390.82535160006955,neutral,neutral,white,male,40,100,140
430,group12_sub1,23,danish,Female,./final_images\WF08_NC_neutral.jpg,i,391.751220199978,neutral,neutral,white,female,40,200,140
431,group12_sub1,23,danish,Female,./final_images\WF12_SO_sad.jpg,e,392.8031976001803,correct,sad,white,female,30,100,130
432,group12_sub1,23,danish,Female,./final_images\WM07_HC_happy.jpg,i,393.6793484999798,correct,happy,white,male,20,200,220
433,group12_sub1,23,danish,Female,./final_images\AF01_SC_sad.jpg,e,395.9433020001743,correct,sad,black,female,30,100,130
434,group12_sub1,23,danish,Female,./final_images\BF20_NC_neutral.jpg,e,396.99532680003904,neutral,neutral,black,female,40,100,140
435,group12_sub1,23,danish,Female,./final_images\BM06_NC_neutral.jpg,i,397.83832080010325,neutral,neutral,black,male,40,200,140
436,group12_sub1,23,danish,Female,./final_images\WF07_NO_neutral.jpg,i,399.57428360008635,neutral,neutral,white,female,40,200,140
