,id,age,Ethnicity,gender,i,response,reaction_time,accuracy,img_emotion,img_ethnicity,img_gender,img_trigger,res_trigger,acc_trigger
309,ah,40,Danish,Male,./final_images\BM08_NC_neutral.jpg,e,320.3326220000163,neutral,neutral,black,male,40,100,140
310,ah,40,Danish,Male,./final_images\AM04_SC_sad.jpg,e,321.0816142000258,correct,sad,black,male,30,100,130
311,ah,40,Danish,Male,./final_images\BM09_NC_neutral.jpg,e,321.7725819000043,neutral,neutral,black,male,40,100,140
312,ah,40,Danish,Male,./final_images\BF07_SC_sad.jpg,e,322.46861270000227,correct,sad,black,female,30,100,130
313,ah,40,Danish,Male,./final_images\WF09_SO_sad.jpg,e,323.1305394999217,correct,sad,white,female,30,100,130
314,ah,40,Danish,Male,./final_images\BM18_HO_happy.jpg,i,323.87863309984095,correct,happy,black,male,20,200,220
315,ah,40,Danish,Male,./final_images\BF14_NO_neutral.jpg,e,324.83055399986915,neutral,neutral,black,female,40,100,140
316,ah,40,Danish,Male,./final_images\BF04_NC_neutral.jpg,i,325.70063899992965,neutral,neutral,black,female,40,200,140
317,ah,40,Danish,Male,./final_images\BF06_SO_sad.jpg,e,326.4536069999449,correct,sad,black,female,30,100,130
318,ah,40,Danish,Male,./final_images\BM06_HC_happy.jpg,i,327.11267829989083,correct,happy,black,male,20,200,220
319,ah,40,Danish,Male,./final_images\WF02_SC_sad.jpg,e,328.018576100003,correct,sad,white,female,30,100,130
320,ah,40,Danish,Male,./final_images\AM11_SO_sad.jpg,e,328.6965887998231,correct,sad,black,male,30,100,130
321,ah,40,Danish,Male,./final_images\WM13_NC_neutral.jpg,e,329.3135801998433,neutral,neutral,white,male,40,100,140
322,ah,40,Danish,Male,./final_images\BF12_NO_neutral.jpg,e,329.9965778000187,neutral,neutral,black,female,40,100,140
323,ah,40,Danish,Male,./final_images\WF13_NC_neutral.jpg,e,331.78555709985085,neutral,neutral,white,female,40,100,140
324,ah,40,Danish,Male,./final_images\BM17_SO_sad.jpg,e,332.58258989988826,correct,sad,black,male,30,100,130
