Unnamed: 0,id,age,Ethnicity,gender,i,response,reaction_time,accuracy,img_emotion,img_ethnicity,img_gender,img_trigger,res_trigger,acc_trigger,ethnicity_trigger
49,group12_sub1,23,danish,male,./final_images\BF20_SC_sad.jpg,e,41.11397420009598,correct,sad,black,female,30,100,130,23
50,group12_sub1,23,danish,male,./final_images\AF12_HC_happy.jpg,i,41.88883340009488,correct,happy,asian,female,20,200,220,32
51,group12_sub1,23,danish,male,./final_images\WM05_NO_neutral.jpg,e,42.84786980017088,neutral,neutral,white,male,40,100,140,41
52,group12_sub1,23,danish,male,./final_images\BM14_NO_neutral.jpg,i,43.91102710017003,neutral,neutral,black,male,40,200,140,43
53,group12_sub1,23,danish,male,./final_images\WF15_SC_sad.jpg,e,44.67584150005132,correct,sad,white,female,30,100,130,21
54,group12_sub1,23,danish,male,./final_images\BM01_SC_sad.jpg,e,45.53497850010172,correct,sad,black,male,30,100,130,23
55,group12_sub1,23,danish,male,./final_images\BF01_HO_happy.jpg,i,46.29397980007343,correct,happy,black,female,20,200,220,33
56,group12_sub1,23,danish,male,./final_images\WF14_SC_sad.jpg,e,47.05385460006073,correct,sad,white,female,30,100,130,21
57,group12_sub1,23,danish,male,./final_images\BF13_NO_neutral.jpg,e,47.968980400124565,neutral,neutral,black,female,40,100,140,43
58,group12_sub1,23,danish,male,./final_images\WF02_HO_happy.jpg,i,48.826841600006446,correct,happy,white,female,20,200,220,31
59,group12_sub1,23,danish,male,./final_images\WM06_NC_neutral.jpg,i,49.81689590006136,neutral,neutral,white,male,40,200,140,41
60,group12_sub1,23,danish,male,./final_images\BM12_HC_happy.jpg,i,50.642951500136405,correct,happy,black,male,20,200,220,33
61,group12_sub1,23,danish,male,./final_images\BM17_NC_neutral.jpg,i,51.53078100015409,neutral,neutral,black,male,40,200,140,43
62,group12_sub1,23,danish,male,./final_images\BF13_SC_sad.jpg,e,52.42594960005954,correct,sad,black,female,30,100,130,23
63,group12_sub1,23,danish,male,./final_images\BM08_HC_happy.jpg,i,53.277859000023454,correct,happy,black,male,20,200,220,33
64,group12_sub1,23,danish,male,./final_images\WF02_HC_happy.jpg,e,54.30791960004717,incorrect,happy,white,female,20,100,50,31
65,group12_sub1,23,danish,male,./final_images\BF05_HO_happy.jpg,i,55.081841100007296,correct,happy,black,female,20,200,220,33
66,group12_sub1,23,danish,male,./final_images\WF12_NO_neutral.jpg,e,56.05485339998268,neutral,neutral,white,female,40,100,140,41
67,group12_sub1,23,danish,male,./final_images\WF04_NC_neutral.jpg,e,56.904930900083855,neutral,neutral,white,female,40,100,140,41
68,group12_sub1,23,danish,male,./final_images\WF11_SO_sad.jpg,e,57.91382980020717,correct,sad,white,female,30,100,130,21
69,group12_sub1,23,danish,male,./final_images\WM08_HO_happy.jpg,i,58.67898910003714,correct,happy,white,male,20,200,220,31
70,group12_sub1,23,danish,male,./final_images\BF12_SO_sad.jpg,i,59.7268991000019,incorrect,sad,black,female,30,200,50,23
71,group12_sub1,23,danish,male,./final_images\AF03_SC_sad.jpg,e,60.50389980012551,correct,sad,asian,female,30,100,130,22
72,group12_sub1,23,danish,male,./final_images\BM05_SC_sad.jpg,e,61.39783120015636,correct,sad,black,male,30,100,130,23
73,group12_sub1,23,danish,male,./final_images\AM09_SO_sad.jpg,e,62.17083000019193,correct,sad,asian,male,30,100,130,22
74,group12_sub1,23,danish,male,./final_images\AM03_HC_happy.jpg,i,63.169895300176,correct,happy,asian,male,20,200,220,32
75,group12_sub1,23,danish,male,./final_images\BM03_HO_happy.jpg,i,63.90080519998446,correct,happy,black,male,20,200,220,33
76,group12_sub1,23,danish,male,./final_images\BF18_NC_neutral.jpg,e,64.75681210006587,neutral,neutral,black,female,40,100,140,43
77,group12_sub1,23,danish,male,./final_images\BF20_HO_happy.jpg,i,65.56785300001502,correct,happy,black,female,20,200,220,33
78,group12_sub1,23,danish,male,./final_images\WM04_SO_sad.jpg,e,66.38879410014488,correct,sad,white,male,30,100,130,21
79,group12_sub1,23,danish,male,./final_images\AM6_HO_happy.jpg,i,67.13988360017538,correct,happy,asian,male,20,200,220,32
80,group12_sub1,23,danish,male,./final_images\AF02_SC_sad.jpg,e,67.91687549999915,correct,sad,asian,female,30,100,130,22
81,group12_sub1,23,danish,male,./final_images\WM12_NO_neutral.jpg,e,68.96685350011103,neutral,neutral,white,male,40,100,140,41
82,group12_sub1,23,danish,male,./final_images\WF12_HO_happy.jpg,i,69.8578721000813,correct,happy,white,female,20,200,220,31
83,group12_sub1,23,danish,male,./final_images\WF12_HC_happy.jpg,i,70.65692340000533,correct,happy,white,female,20,200,220,31
84,group12_sub1,23,danish,male,./final_images\BF17_HC_happy.jpg,i,71.49779650010169,correct,happy,black,female,20,200,220,33
85,group12_sub1,23,danish,male,./final_images\AM10_HO_happy.jpg,i,72.20988690014929,correct,happy,asian,male,20,200,220,32
86,group12_sub1,23,danish,male,./final_images\AM11_HC_happy.jpg,i,73.12387500004843,correct,happy,asian,male,20,200,220,32
87,group12_sub1,23,danish,male,./final_images\WF15_NO_neutral.jpg,e,73.9518066002056,neutral,neutral,white,female,40,100,140,41
88,group12_sub1,23,danish,male,./final_images\BF04_NO_neutral.jpg,e,74.69794920017011,neutral,neutral,black,female,40,100,140,43
89,group12_sub1,23,danish,male,./final_images\BF15_NO_neutral.jpg,e,75.52595170005225,neutral,neutral,black,female,40,100,140,43
90,group12_sub1,23,danish,male,./final_images\WF06_NO_neutral.jpg,e,76.41984500014223,neutral,neutral,white,female,40,100,140,41
91,group12_sub1,23,danish,male,./final_images\BM17_HC_happy.jpg,i,77.25392970000394,correct,happy,black,male,20,200,220,33
92,group12_sub1,23,danish,male,./final_images\BF14_HC_happy.jpg,i,78.00583140016533,correct,happy,black,female,20,200,220,33
93,group12_sub1,23,danish,male,./final_images\BF08_SO_sad.jpg,e,78.82384710013866,correct,sad,black,female,30,100,130,23
94,group12_sub1,23,danish,male,./final_images\BM09_HO_happy.jpg,i,79.59673710004427,correct,happy,black,male,20,200,220,33
95,group12_sub1,23,danish,male,./final_images\BF06_NO_neutral.jpg,e,80.6088325001765,neutral,neutral,black,female,40,100,140,43
96,group12_sub1,23,danish,male,./final_images\WF14_NO_neutral.jpg,e,81.48989380011335,neutral,neutral,white,female,40,100,140,41
97,group12_sub1,23,danish,male,./final_images\BF18_SC_sad.jpg,i,82.2078238001559,incorrect,sad,black,female,30,200,50,23
98,group12_sub1,23,danish,male,./final_images\BM01_HO_happy.jpg,i,83.04080360010266,correct,happy,black,male,20,200,220,33
99,group12_sub1,23,danish,male,./final_images\WF05_NO_neutral.jpg,e,84.0968131001573,neutral,neutral,white,female,40,100,140,41
100,group12_sub1,23,danish,male,./final_images\BM13_SO_sad.jpg,e,85.22877690009773,correct,sad,black,male,30,100,130,23
101,group12_sub1,23,danish,male,./final_images\BM14_HC_happy.jpg,i,86.09479140001349,correct,happy,black,male,20,200,220,33
102,group12_sub1,23,danish,male,./final_images\WF09_NC_neutral.jpg,e,87.28576700016856,neutral,neutral,white,female,40,100,140,41
103,group12_sub1,23,danish,male,./final_images\WF06_SC_sad.jpg,e,88.14399090013467,correct,sad,white,female,30,100,130,21
104,group12_sub1,23,danish,male,./final_images\BM08_NO_neutral.jpg,e,89.34794700006023,neutral,neutral,black,male,40,100,140,43
105,group12_sub1,23,danish,male,./final_images\WF14_HO_happy.jpg,i,90.22676960006356,correct,happy,white,female,20,200,220,31
106,group12_sub1,23,danish,male,./final_images\BF13_NC_neutral.jpg,e,91.2027575999964,neutral,neutral,black,female,40,100,140,43
107,group12_sub1,23,danish,male,./final_images\BF16_HO_happy.jpg,i,91.94190610013902,correct,happy,black,female,20,200,220,33
108,group12_sub1,23,danish,male,./final_images\WM01_NO_neutral.jpg,e,93.13484450010584,neutral,neutral,white,male,40,100,140,41
109,group12_sub1,23,danish,male,./final_images\BF15_SC_sad.jpg,e,93.93581920000724,correct,sad,black,female,30,100,130,23
110,group12_sub1,23,danish,male,./final_images\WM05_SO_sad.jpg,e,95.69081489997916,correct,sad,white,male,30,100,130,21
111,group12_sub1,23,danish,male,./final_images\WM06_NO_neutral.jpg,i,96.53170030005276,neutral,neutral,white,male,40,200,140,41
112,group12_sub1,23,danish,male,./final_images\WM03_NO_neutral.jpg,i,97.38074330007656,neutral,neutral,white,male,40,200,140,41
113,group12_sub1,23,danish,male,./final_images\WM01_SC_sad.jpg,e,98.29997260007076,correct,sad,white,male,30,100,130,21
114,group12_sub1,23,danish,male,./final_images\BF16_SO_sad.jpg,e,99.24880820000544,correct,sad,black,female,30,100,130,23
115,group12_sub1,23,danish,male,./final_images\WF09_HC_happy.jpg,i,100.03184329997748,correct,happy,white,female,20,200,220,31
116,group12_sub1,23,danish,male,./final_images\AF05_HC_happy.jpg,i,100.8437444001902,correct,happy,asian,female,20,200,220,32
117,group12_sub1,23,danish,male,./final_images\BF03_SO_sad.jpg,e,101.72881660005078,correct,sad,black,female,30,100,130,23
118,group12_sub1,23,danish,male,./final_images\AM05_SO_sad.jpg,e,102.7889264000114,correct,sad,asian,male,30,100,130,22
119,group12_sub1,23,danish,male,./final_images\BM01_NC_neutral.jpg,i,103.62384160002694,neutral,neutral,black,male,40,200,140,43
120,group12_sub1,23,danish,male,./final_images\BM11_HC_happy.jpg,i,104.38978440011851,correct,happy,black,male,20,200,220,33
121,group12_sub1,23,danish,male,./final_images\BF19_SO_sad.jpg,e,105.22478460008278,correct,sad,black,female,30,100,130,23
122,group12_sub1,23,danish,male,./final_images\WM03_HC_happy.jpg,i,106.0067355001811,correct,happy,white,male,20,200,220,31
123,group12_sub1,23,danish,male,./final_images\BM01_SO_sad.jpg,e,106.88683670014144,correct,sad,black,male,30,100,130,23
124,group12_sub1,23,danish,male,./final_images\BM04_NO_neutral.jpg,e,107.80373789998704,neutral,neutral,black,male,40,100,140,43
125,group12_sub1,23,danish,male,./final_images\WM05_HC_happy.jpg,i,108.59590230020694,correct,happy,white,male,20,200,220,31
126,group12_sub1,23,danish,male,./final_images\WM06_HO_happy.jpg,i,109.38880700012668,correct,happy,white,male,20,200,220,31
127,group12_sub1,23,danish,male,./final_images\WF13_HO_happy.jpg,i,110.26071110018528,correct,happy,white,female,20,200,220,31
128,group12_sub1,23,danish,male,./final_images\WF01_NC_neutral.jpg,i,111.11686530010776,neutral,neutral,white,female,40,200,140,41
129,group12_sub1,23,danish,male,./final_images\BF07_SO_sad.jpg,e,112.11578440014272,correct,sad,black,female,30,100,130,23
130,group12_sub1,23,danish,male,./final_images\AM05_HO_happy.jpg,i,112.87175560020842,correct,happy,asian,male,20,200,220,32
131,group12_sub1,23,danish,male,./final_images\BF01_SO_sad.jpg,e,114.20678200013936,correct,sad,black,female,30,100,130,23
132,group12_sub1,23,danish,male,./final_images\BM11_HO_happy.jpg,i,114.99273200007156,correct,happy,black,male,20,200,220,33
133,group12_sub1,23,danish,male,./final_images\WM07_NO_neutral.jpg,e,116.18578630010596,neutral,neutral,white,male,40,100,140,41
134,group12_sub1,23,danish,male,./final_images\BF08_HO_happy.jpg,i,117.0268910001032,correct,happy,black,female,20,200,220,33
135,group12_sub1,23,danish,male,./final_images\BM14_SO_sad.jpg,e,118.04875329998322,correct,sad,black,male,30,100,130,23
136,group12_sub1,23,danish,male,./final_images\WF09_HO_happy.jpg,i,118.8858044000808,correct,happy,white,female,20,200,220,31
137,group12_sub1,23,danish,male,./final_images\AM6_HC_happy.jpg,i,119.7057196001988,correct,happy,asian,male,20,200,220,32
138,group12_sub1,23,danish,male,./final_images\BF12_SC_sad.jpg,i,120.49078300013208,incorrect,sad,black,female,30,200,50,23
139,group12_sub1,23,danish,male,./final_images\BF14_NO_neutral.jpg,e,121.40572630008684,neutral,neutral,black,female,40,100,140,43
140,group12_sub1,23,danish,male,./final_images\WM02_SO_sad.jpg,e,122.33285480015913,correct,sad,white,male,30,100,130,21
141,group12_sub1,23,danish,male,./final_images\BM01_NO_neutral.jpg,i,123.43576120003128,neutral,neutral,black,male,40,200,140,43
142,group12_sub1,23,danish,male,./final_images\BF18_NO_neutral.jpg,e,124.33977720001712,neutral,neutral,black,female,40,100,140,43
143,group12_sub1,23,danish,male,./final_images\BM02_HC_happy.jpg,i,125.08972000004724,correct,happy,black,male,20,200,220,33
144,group12_sub1,23,danish,male,./final_images\BM15_HC_happy.jpg,i,125.82277279999109,correct,happy,black,male,20,200,220,33
145,group12_sub1,23,danish,male,./final_images\AF11_SC_sad.jpg,e,126.73572600004265,correct,sad,asian,female,30,100,130,22
146,group12_sub1,23,danish,male,./final_images\BM18_NC_neutral.jpg,i,127.89483570004812,neutral,neutral,black,male,40,200,140,43
147,group12_sub1,23,danish,male,./final_images\AF10_HO_happy.jpg,i,128.8267584000714,correct,happy,asian,female,20,200,220,32
148,group12_sub1,23,danish,male,./final_images\BF08_NO_neutral.jpg,i,130.3348209001124,neutral,neutral,black,female,40,200,140,43
149,group12_sub1,23,danish,male,./final_images\AF10_HC_happy.jpg,i,131.16483140015043,correct,happy,asian,female,20,200,220,32
150,group12_sub1,23,danish,male,./final_images\WF04_SO_sad.jpg,e,132.28467560000718,correct,sad,white,female,30,100,130,21
151,group12_sub1,23,danish,male,./final_images\AM09_HC_happy.jpg,i,133.32371330005117,correct,happy,asian,male,20,200,220,32
152,group12_sub1,23,danish,male,./final_images\BM06_SC_sad.jpg,i,134.6267405000981,incorrect,sad,black,male,30,200,50,23
153,group12_sub1,23,danish,male,./final_images\BM09_SO_sad.jpg,i,135.79674450005405,incorrect,sad,black,male,30,200,50,23
154,group12_sub1,23,danish,male,./final_images\BM04_SO_sad.jpg,e,136.63581730006263,correct,sad,black,male,30,100,130,23
155,group12_sub1,23,danish,male,./final_images\BM05_HO_happy.jpg,i,137.47882630000822,correct,happy,black,male,20,200,220,33
156,group12_sub1,23,danish,male,./final_images\WF09_SO_sad.jpg,e,138.21775329997763,correct,sad,white,female,30,100,130,21
157,group12_sub1,23,danish,male,./final_images\AM04_SC_sad.jpg,e,139.1977262001019,correct,sad,asian,male,30,100,130,22
158,group12_sub1,23,danish,male,./final_images\WF06_HO_happy.jpg,i,139.973823599983,correct,happy,white,female,20,200,220,31
159,group12_sub1,23,danish,male,./final_images\BM06_HO_happy.jpg,i,140.89863810013048,correct,happy,black,male,20,200,220,33
160,group12_sub1,23,danish,male,./final_images\BM17_HO_happy.jpg,i,141.6587975001894,correct,happy,black,male,20,200,220,33
161,group12_sub1,23,danish,male,./final_images\WM09_HO_happy.jpg,i,142.37968010012992,correct,happy,white,male,20,200,220,31
162,group12_sub1,23,danish,male,./final_images\AM03_SO_sad.jpg,e,143.2347049000673,correct,sad,asian,male,30,100,130,22
163,group12_sub1,23,danish,male,./final_images\WF05_SO_sad.jpg,e,144.09073370019905,correct,sad,white,female,30,100,130,21
164,group12_sub1,23,danish,male,./final_images\WM06_SC_sad.jpg,e,145.54770770017058,correct,sad,white,male,30,100,130,21
165,group12_sub1,23,danish,male,./final_images\BM11_NC_neutral.jpg,i,146.58973160013556,neutral,neutral,black,male,40,200,140,43
166,group12_sub1,23,danish,male,./final_images\WF05_HC_happy.jpg,i,147.5628049999941,correct,happy,white,female,20,200,220,31
167,group12_sub1,23,danish,male,./final_images\BM17_SO_sad.jpg,i,149.10681250016205,incorrect,sad,black,male,30,200,50,23
168,group12_sub1,23,danish,male,./final_images\WM12_SO_sad.jpg,e,149.94574470003136,correct,sad,white,male,30,100,130,21
169,group12_sub1,23,danish,male,./final_images\BM15_SC_sad.jpg,i,150.8816702000331,incorrect,sad,black,male,30,200,50,23
170,group12_sub1,23,danish,male,./final_images\BF08_SC_sad.jpg,e,151.86170840007253,correct,sad,black,female,30,100,130,23
171,group12_sub1,23,danish,male,./final_images\BM14_NC_neutral.jpg,e,152.9726410000585,neutral,neutral,black,male,40,100,140,43
172,group12_sub1,23,danish,male,./final_images\BF03_HC_happy.jpg,i,153.7687244000845,correct,happy,black,female,20,200,220,33
173,group12_sub1,23,danish,male,./final_images\WF04_HO_happy.jpg,i,154.66276290011592,correct,happy,white,female,20,200,220,31
174,group12_sub1,23,danish,male,./final_images\BF05_NO_neutral.jpg,e,155.74164600018412,neutral,neutral,black,female,40,100,140,43
175,group12_sub1,23,danish,male,./final_images\BM03_HC_happy.jpg,i,156.4517463000957,correct,happy,black,male,20,200,220,33
176,group12_sub1,23,danish,male,./final_images\WM08_SC_sad.jpg,i,157.60272700013593,incorrect,sad,white,male,30,200,50,21
177,group12_sub1,23,danish,male,./final_images\WF13_SC_sad.jpg,e,158.49667150015011,correct,sad,white,female,30,100,130,21
178,group12_sub1,23,danish,male,./final_images\WF11_HO_happy.jpg,i,159.2887500000652,correct,happy,white,female,20,200,220,31
179,group12_sub1,23,danish,male,./final_images\WF04_HC_happy.jpg,i,160.26464710012078,correct,happy,white,female,20,200,220,31
180,group12_sub1,23,danish,male,./final_images\WM07_NC_neutral.jpg,i,161.31473340000957,neutral,neutral,white,male,40,200,140,41
181,group12_sub1,23,danish,male,./final_images\AF05_SC_sad.jpg,e,162.1487682000734,correct,sad,asian,female,30,100,130,22
182,group12_sub1,23,danish,male,./final_images\WM08_HC_happy.jpg,i,162.90266390005127,correct,happy,white,male,20,200,220,31
183,group12_sub1,23,danish,male,./final_images\BM06_SO_sad.jpg,e,163.87462750007398,correct,sad,black,male,30,100,130,23
184,group12_sub1,23,danish,male,./final_images\BF17_NO_neutral.jpg,i,164.74579610000364,neutral,neutral,black,female,40,200,140,43
185,group12_sub1,23,danish,male,./final_images\AF09_HO_happy.jpg,i,165.68766390020028,correct,happy,asian,female,20,200,220,32
186,group12_sub1,23,danish,male,./final_images\BM02_SC_sad.jpg,e,166.65875519998372,correct,sad,black,male,30,100,130,23
187,group12_sub1,23,danish,male,./final_images\WM12_HC_happy.jpg,i,167.36672300007194,correct,happy,white,male,20,200,220,31
188,group12_sub1,23,danish,male,./final_images\BF12_HO_happy.jpg,i,168.12571709998883,correct,happy,black,female,20,200,220,33
189,group12_sub1,23,danish,male,./final_images\BM12_NO_neutral.jpg,i,169.55059480015188,neutral,neutral,black,male,40,200,140,43
190,group12_sub1,23,danish,male,./final_images\WF06_SO_sad.jpg,e,170.3615372001659,correct,sad,white,female,30,100,130,21
191,group12_sub1,23,danish,male,./final_images\WF07_NC_neutral.jpg,e,171.713654700201,neutral,neutral,white,female,40,100,140,41
192,group12_sub1,23,danish,male,./final_images\BF20_NO_neutral.jpg,i,172.5567387000192,neutral,neutral,black,female,40,200,140,43
193,group12_sub1,23,danish,male,./final_images\BM02_NC_neutral.jpg,i,173.37264530011453,neutral,neutral,black,male,40,200,140,43
194,group12_sub1,23,danish,male,./final_images\BM09_NC_neutral.jpg,i,174.52965270006098,neutral,neutral,black,male,40,200,140,43
195,group12_sub1,23,danish,male,./final_images\BM18_HC_happy.jpg,i,175.36460119998085,correct,happy,black,male,20,200,220,33
196,group12_sub1,23,danish,male,./final_images\AM01_SO_sad.jpg,e,176.68662980012596,correct,sad,asian,male,30,100,130,22
197,group12_sub1,23,danish,male,./final_images\BM04_NC_neutral.jpg,i,177.86260089999996,neutral,neutral,black,male,40,200,140,43
198,group12_sub1,23,danish,male,./final_images\WM13_NO_neutral.jpg,e,178.8955858000554,neutral,neutral,white,male,40,100,140,41
199,group12_sub1,23,danish,male,./final_images\BM03_SC_sad.jpg,e,179.84160990011878,correct,sad,black,male,30,100,130,23
200,group12_sub1,23,danish,male,./final_images\AF08_HC_happy.jpg,i,180.62976540019736,correct,happy,asian,female,20,200,220,32
201,group12_sub1,23,danish,male,./final_images\BM15_NC_neutral.jpg,i,181.87860320019536,neutral,neutral,black,male,40,200,140,43
202,group12_sub1,23,danish,male,./final_images\WF05_HO_happy.jpg,i,183.0546820000745,correct,happy,white,female,20,200,220,31
203,group12_sub1,23,danish,male,./final_images\AM07_HO_happy.jpg,i,183.8975736000575,correct,happy,asian,male,20,200,220,32
204,group12_sub1,23,danish,male,./final_images\WF11_HC_happy.jpg,i,184.87563170003705,correct,happy,white,female,20,200,220,31
205,group12_sub1,23,danish,male,./final_images\WM13_NC_neutral.jpg,e,185.6976271001622,neutral,neutral,white,male,40,100,140,41
206,group12_sub1,23,danish,male,./final_images\BM13_HC_happy.jpg,i,186.41159180016257,correct,happy,black,male,20,200,220,33
207,group12_sub1,23,danish,male,./final_images\AM6_SO_sad.jpg,e,187.23168130009435,correct,sad,asian,male,30,100,130,22
208,group12_sub1,23,danish,male,./final_images\BF15_HC_happy.jpg,i,188.0067286000121,correct,happy,black,female,20,200,220,33
209,group12_sub1,23,danish,male,./final_images\WM09_SO_sad.jpg,e,189.239576500142,correct,sad,white,male,30,100,130,21
210,group12_sub1,23,danish,male,./final_images\WF02_NC_neutral.jpg,e,190.4356329999864,neutral,neutral,white,female,40,100,140,41
211,group12_sub1,23,danish,male,./final_images\BF14_SC_sad.jpg,e,191.19654610008,correct,sad,black,female,30,100,130,23
212,group12_sub1,23,danish,male,./final_images\BF10_SO_sad.jpg,e,192.0556306000799,correct,sad,black,female,30,100,130,23
213,group12_sub1,23,danish,male,./final_images\BM09_SC_sad.jpg,e,193.07159640011372,correct,sad,black,male,30,100,130,23
214,group12_sub1,23,danish,male,./final_images\WM11_SO_sad.jpg,e,193.98867590003647,correct,sad,white,male,30,100,130,21
